n,estimate
2941, 2909.155504
2942, 2861.482084
2943, 2925.110697
2944, 2747.740384
2945, 2797.372811
2946, 3244.975446
2947, 3138.656998
2948, 2671.329109
2949, 3000.223734
2950, 3049.333867
2951, 2880.081292
2952, 3212.126723
2953, 2925.394041
2954, 2941.830272
2955, 2897.310688
2956, 2788.998263
2957, 2717.377196
2958, 3060.823116
2959, 2841.508391
2960, 2849.440074
2961, 2967.756773
2962, 3006.204912
2963, 2929.920544
2964, 3089.749642
2965, 2955.753870
2966, 3147.936202
2967, 3083.501524
2968, 3073.764673
2969, 3082.682676
2970, 2753.998567
2971, 2689.155232
2972, 3095.461747
2973, 3143.558493
2974, 3012.958201
2975, 2936.334987
2976, 3070.924904
2977, 2955.789648
2978, 2924.945841
2979, 2964.058906
2980, 3035.772846
2981, 3145.371329
2982, 2990.996505
2983, 2958.065959
2984, 2907.566972
2985, 2931.763369
2986, 2902.891104
2987, 3356.976120
2988, 2993.376860
2989, 2790.651924
2990, 2858.921802
2991, 2750.795341
2992, 2815.776119
2993, 2775.546774
2994, 2934.735760
2995, 3168.356265
2996, 2721.979271
2997, 2895.084690
2998, 3031.013629
2999, 3274.456463
3000, 2914.612805
3001, 3391.768245
3002, 2969.948655
3003, 2940.812498
3004, 2823.696944
3005, 3017.353107
3006, 2759.248685
3007, 3132.995179
3008, 3107.764370
3009, 3015.351943
3010, 2910.843814
3011, 2876.972752
3012, 2825.484286
3013, 2963.855399
3014, 2910.362803
3015, 2919.528676
3016, 3295.364089
3017, 3153.161875
3018, 3211.749253
3019, 3178.781755
3020, 3142.408456
3021, 3233.480385
3022, 3137.606994
3023, 3279.616164
3024, 2794.188898
3025, 3358.711879
3026, 2947.122970
3027, 3046.615409
3028, 2723.556970
3029, 3187.545173
3030, 3282.753263
3031, 3076.325287
3032, 3067.343347
3033, 3043.567082
3034, 2995.909744
3035, 3069.940367
3036, 3282.782341
3037, 3048.002471
3038, 3362.313544
3039, 2977.164601
3040, 3074.921580
3041, 3069.354546
3042, 2772.689206
3043, 3235.235768
3044, 3057.981344
3045, 3303.993068
3046, 3041.002158
3047, 3163.859325
3048, 3065.320504
3049, 3076.954136
3050, 3096.107652
3051, 3054.993740
3052, 2957.471614
3053, 2921.618412
3054, 3169.398665
3055, 2919.121255
3056, 3154.550024
3057, 3065.352437
3058, 3009.298814
3059, 2921.505478
3060, 3143.922180
3061, 2985.658257
3062, 3190.015605
3063, 3390.129081
3064, 3008.670585
3065, 2821.456121
3066, 2866.156538
3067, 3117.582087
3068, 2908.753451
3069, 2945.858693
3070, 3012.185165
3071, 2825.114182
3072, 3030.320347
3073, 3173.055776
3074, 3007.166834
3075, 3018.636895
3076, 2812.309735
3077, 3056.410913
3078, 2858.266395
3079, 3210.416421
3080, 2993.629676
3081, 3122.535904
3082, 3084.592073
3083, 3010.701574
3084, 3014.723199
3085, 3266.893647
3086, 3076.288044
3087, 3292.805302
3088, 2945.191626
3089, 2944.116736
3090, 2975.850012
3091, 3076.797828
3092, 3077.596882
3093, 2889.800050
3094, 3050.566320
3095, 3018.185867
3096, 3418.753831
3097, 3007.143520
3098, 3185.170230
3099, 3216.200773
3100, 3213.249159
3101, 3366.901039
3102, 3188.679447
3103, 3139.697822
3104, 3352.215418
3105, 3035.423802
3106, 3173.091368
3107, 3106.567258
3108, 3038.600616
3109, 3041.043408
3110, 2972.741032
3111, 3260.798906
3112, 2913.585984
3113, 3072.812133
3114, 3111.900905
3115, 3224.178879
3116, 3106.066671
3117, 3163.315101
3118, 3152.595111
3119, 3268.652824
3120, 3105.326839
3121, 3231.456883
3122, 2941.621585
3123, 3098.960448
3124, 3238.476555
3125, 2889.275315
3126, 3236.996727
3127, 3134.152229
3128, 2921.771127
3129, 3190.947232
3130, 3047.536718
3131, 3119.057233
3132, 3439.772213
3133, 3233.424244
3134, 3026.077541
3135, 3165.032145
3136, 2935.072698
3137, 2740.548624
3138, 3026.254368
3139, 3101.947103
3140, 2954.069559
3141, 3080.048484
3142, 3239.692142
3143, 3060.234112
3144, 3048.182000
3145, 3098.959932
3146, 3040.125568
3147, 3323.778520
3148, 3310.930950
3149, 3308.457019
3150, 3205.010719
3151, 2896.469715
3152, 3075.585225
3153, 3060.316754
3154, 3378.033067
3155, 3141.688005
3156, 3393.356664
3157, 3002.407569
3158, 2934.383102
3159, 2963.314937
3160, 2948.444253
3161, 3333.490449
3162, 2993.031348
3163, 3285.330431
3164, 3241.371091
3165, 3309.415944
3166, 3303.729966
3167, 3178.999065
3168, 3143.119287
3169, 3306.355549
3170, 3042.477266
3171, 3045.993030
3172, 3487.954845
3173, 3141.218701
3174, 3258.105919
3175, 3275.082503
3176, 2922.023820
3177, 3009.093845
3178, 3128.964186
3179, 3056.220973
3180, 3182.286723
3181, 3187.901035
3182, 3251.271004
3183, 3258.395222
3184, 3000.225667
3185, 3071.153409
3186, 3169.769400
3187, 3404.229638
3188, 3371.639824
3189, 3458.165739
3190, 3120.111887
3191, 3260.192195
3192, 3180.821055
3193, 3214.547538
3194, 3211.900442
3195, 3260.710009
3196, 3146.189467
3197, 3182.285163
3198, 3060.591718
3199, 2992.446041
3200, 3357.480525
3201, 3284.623319
3202, 3044.266375
3203, 3250.353020
3204, 3219.518775
3205, 3098.513984
3206, 3005.184139
3207, 3188.762419
3208, 3079.412117
3209, 3329.099211
3210, 3275.339772
3211, 2971.086256
3212, 3361.830321
3213, 3038.992233
3214, 2965.245205
3215, 3267.585445
3216, 2992.671147
3217, 3350.933086
3218, 2931.821662
3219, 2951.702355
3220, 3255.692310
3221, 3230.832265
3222, 3282.623475
3223, 3084.067593
3224, 3145.834852
3225, 3490.986747
3226, 3338.219757
3227, 2948.763899
3228, 3051.804835
3229, 3215.823709
3230, 3378.518869
3231, 3217.150091
3232, 3120.925086
3233, 3214.660397
3234, 3220.625817
3235, 3267.030042
3236, 3106.230201
3237, 3173.150146
3238, 3118.363450
3239, 3146.474660
3240, 3213.454227
3241, 3253.109293
3242, 3217.321432
3243, 3302.261516
3244, 3482.447384
3245, 3170.298346
3246, 3325.457420
3247, 3222.522669
3248, 3197.865257
3249, 3053.939309
3250, 3458.557205
3251, 3088.235040
3252, 3172.391430
3253, 3309.076002
3254, 3379.970632
3255, 3172.118653
3256, 3208.792810
3257, 3274.471892
3258, 3257.457695
3259, 3176.432070
3260, 3561.080657
3261, 2943.235424
3262, 3342.549982
3263, 3233.075909
3264, 3322.443705
3265, 3104.716682
3266, 3219.690308
3267, 3225.571370
3268, 3297.650543
3269, 3447.337143
3270, 3235.730875
3271, 3226.540541
3272, 3064.971144
3273, 3288.143884
3274, 3068.011063
3275, 3195.655767
3276, 3093.537958
3277, 3231.717448
3278, 3470.366612
3279, 3346.024564
3280, 3261.207345
3281, 3195.413533
3282, 3293.825951
3283, 3235.007087
3284, 3369.476827
3285, 3520.565655
3286, 3321.867130
3287, 3409.757392
3288, 3195.906061
3289, 3431.685656
3290, 2961.786931
3291, 2990.925343
3292, 3487.988553
3293, 3268.154511
3294, 3440.282883
3295, 3417.198626
3296, 3321.033991
3297, 3267.436817
3298, 3365.597402
3299, 3396.877428
3300, 3527.593476
3301, 3328.129352
3302, 3681.001503
3303, 3504.942946
3304, 3340.717250
3305, 3214.902302
3306, 3353.694381
3307, 3349.303556
3308, 3325.135724
3309, 3137.287566
3310, 3033.143739
3311, 3152.116571
3312, 3366.059295
3313, 3248.468741
3314, 3478.453639
3315, 3203.916636
3316, 3179.882409
3317, 3126.571196
3318, 3411.310189
3319, 3407.014546
3320, 3452.541340
3321, 3365.417346
3322, 3420.403350
3323, 3193.207238
3324, 3412.267949
3325, 3555.739615
3326, 3458.809844
3327, 3264.373754
3328, 3460.572200
3329, 3303.841327
3330, 3371.726700
3331, 3353.082608
3332, 3152.612104
3333, 3398.568081
3334, 3355.501988
3335, 3331.359502
3336, 3352.221975
3337, 3387.497915
3338, 3243.762596
3339, 3406.076576
3340, 3339.752886
3341, 3448.767292
3342, 3388.872764
3343, 3283.175889
3344, 3273.481033
3345, 3559.698610
3346, 3267.460416
3347, 3082.894477
3348, 3197.040150
3349, 3512.687191
3350, 3326.382694
3351, 3164.241642
3352, 3404.411247
3353, 3161.323431
3354, 3370.634098
3355, 3464.164557
3356, 3224.984529
3357, 3536.149202
3358, 3458.676665
3359, 3558.827766
3360, 3210.248112
3361, 3301.662967
3362, 3648.725111
3363, 3307.847629
3364, 3015.882447
3365, 3199.705610
3366, 3380.663510
3367, 3195.303761
3368, 3532.439921
3369, 3353.811407
3370, 3410.917886
3371, 3379.017442
3372, 3446.319399
3373, 3260.919690
3374, 3215.600587
3375, 3595.415455
3376, 3419.124881
3377, 3370.997999
3378, 3127.221772
3379, 3140.151919
3380, 3159.343260
3381, 3591.065304
3382, 3506.771728
3383, 3423.821113
3384, 3546.134131
3385, 3292.253589
3386, 3384.353230
3387, 3369.975624
3388, 3608.694514
3389, 3551.023479
3390, 3106.221823
3391, 3310.171854
3392, 3310.326965
3393, 3375.709086
3394, 3616.788747
3395, 3346.194801
3396, 3359.613258
3397, 3226.703698
3398, 3210.323369
3399, 3178.334020
3400, 3290.040085
3401, 3480.006767
3402, 3507.915495
3403, 3535.846005
3404, 3474.944380
3405, 3403.790364
3406, 3312.705740
3407, 3714.936124
3408, 3342.115896
3409, 3538.169770
3410, 3274.805962
3411, 3581.756323
3412, 3204.254498
3413, 3227.881897
3414, 3310.117660
3415, 3437.764919
3416, 3572.380420
3417, 3368.921642
3418, 3530.538220
3419, 3376.632280
3420, 3469.936228
3421, 3590.763496
3422, 3251.458818
3423, 3308.634251
3424, 3700.955736
3425, 3426.026728
3426, 3372.055736
3427, 3522.836089
3428, 3179.343784
3429, 3230.666925
3430, 3234.936725
3431, 3571.256542
3432, 3373.445609
3433, 3345.758880
3434, 3420.774171
3435, 3591.957930
3436, 3534.077444
3437, 3539.167750
3438, 3315.374144
3439, 3738.214231
3440, 3444.681479
3441, 3485.800706
3442, 3632.224910
3443, 3454.406228
3444, 3313.179107
3445, 3225.764849
3446, 3222.701153
3447, 3483.090769
3448, 3706.982347
3449, 3595.062384
3450, 3458.351683
3451, 3421.912673
3452, 3400.191171
3453, 3383.223109
3454, 3636.633571
3455, 3257.844649
3456, 3656.924986
3457, 3487.612442
3458, 3343.711689
3459, 3604.315980
3460, 3383.561006
3461, 3222.043034
3462, 3540.003900
3463, 3452.148787
3464, 3523.298805
3465, 3537.266422
3466, 3480.608418
3467, 3508.729212
3468, 3289.347625
3469, 3660.163647
3470, 3363.242745
3471, 3585.212153
3472, 3318.359119
3473, 3338.080097
3474, 3374.662307
3475, 3473.298757
3476, 3589.629271
3477, 3586.665912
3478, 3458.761732
3479, 3897.283096
3480, 3396.223132
3481, 3303.569320
3482, 3468.911629
3483, 3277.874561
3484, 3353.700118
3485, 3612.135607
3486, 3764.635951
3487, 3287.068883
3488, 3449.780455
3489, 3614.371136
3490, 3252.221501
3491, 3438.045458
3492, 3574.885731
3493, 3590.619420
3494, 3727.623761
3495, 3340.894646
3496, 3257.497423
3497, 3539.209690
3498, 3424.854029
3499, 3395.231358
3500, 3379.873972
3501, 3514.803561
3502, 3383.038825
3503, 3566.903814
3504, 3484.224154
3505, 3641.760549
3506, 3578.098594
3507, 3526.313904
3508, 3275.061648
3509, 3390.233559
3510, 3706.969180
3511, 3207.400273
3512, 3688.819193
3513, 3133.468939
3514, 3510.269896
3515, 3513.082312
3516, 3506.069425
3517, 3579.421998
3518, 3285.582031
3519, 3803.570081
3520, 3258.872715
3521, 3587.006613
3522, 3831.151244
3523, 3660.602965
3524, 3349.611849
3525, 3674.842267
3526, 3717.328264
3527, 3469.116175
3528, 3658.023075
3529, 3662.746340
3530, 3417.538819
3531, 3307.756467
3532, 3663.318320
3533, 3495.880363
3534, 3553.386945
3535, 3583.073698
3536, 3644.269200
3537, 3475.012407
3538, 3442.477844
3539, 3581.854350
3540, 3725.454522
3541, 3575.629007
3542, 3438.530019
3543, 3478.746620
3544, 3315.256245
3545, 3331.724286
3546, 3570.950926
3547, 3550.990764
3548, 3527.778319
3549, 3438.271973
3550, 3546.525201
3551, 3284.365168
3552, 3555.906406
3553, 3499.170760
3554, 3577.826645
3555, 3429.309252
3556, 3727.821161
3557, 3542.933781
3558, 3326.789452
3559, 3668.434815
3560, 3828.129202
3561, 3423.036699
3562, 3436.053421
3563, 3667.722698
3564, 3246.573496
3565, 3621.357191
3566, 3576.963799
3567, 3874.821838
3568, 3365.844047
3569, 3440.603705
3570, 3251.401582
3571, 3775.737372
3572, 3283.183148
3573, 3538.931912
3574, 3248.023742
3575, 3489.591352
3576, 3470.524266
3577, 3157.063112
3578, 3621.277774
3579, 3454.310193
3580, 3468.876647
3581, 3748.349883
3582, 3560.587058
3583, 3552.742432
3584, 3518.622745
3585, 3702.184594
3586, 3541.791223
3587, 3792.103350
3588, 3659.332116
3589, 3637.647245
3590, 3632.992439
3591, 3774.416396
3592, 3502.731365
3593, 3735.791642
3594, 3846.939596
3595, 3511.826499
3596, 3739.973373
3597, 3658.562775
3598, 3710.265816
3599, 3801.247898
3600, 3418.830234
3601, 3652.993962
3602, 3594.543019
3603, 3892.578799
3604, 3599.444640
3605, 3606.935445
3606, 3353.161155
3607, 3655.327444
3608, 3559.466815
3609, 3686.260811
3610, 3838.259510
3611, 3710.463149
3612, 3736.276527
3613, 3638.711657
3614, 3606.220288
3615, 3483.833316
3616, 3867.238503
3617, 3673.564584
3618, 3437.854574
3619, 3615.412373
3620, 3625.438211
3621, 3596.342986
3622, 3214.727214
3623, 3513.461703
3624, 3342.830324
3625, 3808.613650
3626, 3865.160794
3627, 3398.217125
3628, 3686.462118
3629, 3798.813060
3630, 3715.610221
3631, 3513.061239
3632, 3710.865720
3633, 3799.870121
3634, 3860.979062
3635, 3503.851722
3636, 3460.665131
3637, 3538.712664
3638, 3814.254301
3639, 3431.060611
3640, 3870.336969
3641, 3513.365742
3642, 3743.601355
3643, 3526.188623
3644, 3479.223199
3645, 3974.998633
3646, 3805.907849
3647, 3465.541761
3648, 3292.687269
3649, 3837.662865
3650, 3545.274810
3651, 3557.826988
3652, 3551.979734
3653, 3607.830799
3654, 3759.266025
3655, 3677.033438
3656, 3536.401833
3657, 3498.648845
3658, 3619.576538
3659, 3933.331114
3660, 3714.915782
3661, 3621.547629
3662, 3816.890032
3663, 3670.013782
3664, 3586.245196
3665, 3559.443896
3666, 3894.792672
3667, 3660.320645
3668, 3747.175699
3669, 3804.865269
3670, 3388.088404
3671, 3709.615611
3672, 3702.314743
3673, 3642.594116
3674, 3701.391471
3675, 3774.945338
3676, 3773.145856
3677, 3631.407624
3678, 3841.371004
3679, 3798.445351
3680, 3598.448439
3681, 3717.342214
3682, 3465.824217
3683, 3932.304040
3684, 3817.142980
3685, 3699.389345
3686, 4025.210782
3687, 3856.437605
3688, 3496.087459
3689, 3674.091330
3690, 3571.748667
3691, 3917.759337
3692, 3874.393298
3693, 3698.919910
3694, 3220.139666
3695, 3835.264889
3696, 3733.060026
3697, 3813.611798
3698, 3832.639695
3699, 3458.739979
3700, 3746.143375
3701, 3733.031222
3702, 3572.675391
3703, 3797.395697
3704, 3597.419895
3705, 3706.261872
3706, 3988.332701
3707, 3416.935799
3708, 3658.283471
3709, 3620.044493
3710, 3628.099954
3711, 3916.252111
3712, 3770.184337
3713, 3690.432385
3714, 3608.052573
3715, 3914.768777
3716, 3680.455779
3717, 3663.757440
3718, 3443.058120
3719, 3688.897328
3720, 3519.578008
3721, 3638.103295
3722, 3583.967723
3723, 3765.204692
3724, 3602.483505
3725, 3988.066784
3726, 3699.349719
3727, 3569.915475
3728, 3649.368474
3729, 3612.507589
3730, 3838.628828
3731, 3830.157965
3732, 3390.963193
3733, 3800.450553
3734, 3889.355194
3735, 3732.200346
3736, 3941.708530
3737, 3485.445568
3738, 3546.444335
3739, 3668.014593
3740, 3808.336255
3741, 3892.217379
3742, 3870.626373
3743, 3678.823338
3744, 3798.981100
3745, 3743.440059
3746, 3815.304072
3747, 3626.639005
3748, 3909.466359
3749, 3504.343904
3750, 3676.287615
3751, 4039.935196
3752, 3904.016552
3753, 3979.068322
3754, 3786.086388
3755, 3860.101686
3756, 3640.895045
3757, 3462.542166
3758, 3560.774679
3759, 3891.097243
3760, 3864.656836
3761, 4179.456787
3762, 3775.613224
3763, 3684.265004
3764, 3693.315801
3765, 3893.020446
3766, 3717.427029
3767, 3910.570183
3768, 4030.611563
3769, 3752.344220
3770, 3695.992985
3771, 4127.468220
3772, 3841.599168
3773, 3563.512516
3774, 3956.634761
3775, 3482.714057
3776, 3843.855737
3777, 3837.020443
3778, 3650.419836
3779, 3695.750370
3780, 3410.939787
3781, 3882.348230
3782, 3675.756897
3783, 3793.338695
3784, 3632.767451
3785, 3773.166143
3786, 4009.632087
3787, 3780.853172
3788, 4169.835931
3789, 3747.906794
3790, 3830.590389
3791, 3855.485055
3792, 3588.559380
3793, 3963.980303
3794, 3646.391513
3795, 3979.583432
3796, 3608.160537
3797, 3898.543445
3798, 4148.455009
3799, 3619.133971
3800, 3793.579176
3801, 3804.744688
3802, 3963.986135
3803, 3811.190563
3804, 4431.797750
3805, 4105.371308
3806, 4022.514144
3807, 3865.245323
3808, 3751.941668
3809, 3543.193946
3810, 3766.265892
3811, 3743.880654
3812, 3778.204734
3813, 3662.045757
3814, 4032.320150
3815, 4087.206027
3816, 3944.005669
3817, 3652.068458
3818, 3836.777945
3819, 3764.256836
3820, 3432.650974
3821, 3873.417413
3822, 3866.868999
3823, 3890.484078
3824, 4004.977718
3825, 3383.611259
3826, 3657.519005
3827, 3823.492953
3828, 3832.285205
3829, 4098.977470
3830, 4043.399560
3831, 4009.651901
3832, 4265.476920
3833, 3673.502499
3834, 3769.316563
3835, 4066.577440
3836, 3774.308261
3837, 4166.935476
3838, 4227.678900
3839, 3539.920669
3840, 4190.543057
3841, 3688.716971
3842, 3641.796180
3843, 3732.841759
3844, 3541.351636
3845, 3880.706522
3846, 4338.455845
3847, 3716.494707
3848, 4005.608182
3849, 4036.720498
3850, 3753.150257
3851, 3839.299710
3852, 3787.377227
3853, 3865.153297
3854, 3691.527122
3855, 3895.004456
3856, 3896.908006
3857, 4033.806129
3858, 3757.015911
3859, 3817.361046
3860, 3651.688050
3861, 3709.134040
3862, 3916.266216
3863, 3689.919790
3864, 4038.069807
3865, 3996.537151
3866, 4064.227144
3867, 3942.925167
3868, 3982.987990
3869, 4278.878988
3870, 3723.631268
3871, 4116.854425
3872, 4043.781206
3873, 3938.911257
3874, 3802.282187
3875, 4101.472113
3876, 3789.346910
3877, 4248.002043
3878, 3860.556291
3879, 4116.349580
3880, 4128.869676
3881, 3980.273688
3882, 3699.176403
3883, 3419.252262
3884, 4027.379518
3885, 4011.952689
3886, 4012.861107
3887, 3975.664297
3888, 3800.306503
3889, 4027.843897
3890, 3878.592953
3891, 3766.584778
3892, 3789.831450
3893, 3794.980110
3894, 3713.649744
3895, 4078.247815
3896, 4155.881824
3897, 3965.812876
3898, 3857.349556
3899, 3753.435340
3900, 3899.210273
3901, 3730.631067
3902, 4256.507392
3903, 3716.190419
3904, 4192.431658
3905, 3784.581414
3906, 4010.994606
3907, 3938.686361
3908, 4015.038752
3909, 4020.959842
3910, 4165.558853
3911, 3731.785169
3912, 3872.061914
3913, 4393.838708
3914, 3899.787321
3915, 3920.118669
3916, 3808.912826
3917, 3837.514709
3918, 4019.597032
3919, 4250.296318
3920, 4030.173729
3921, 3962.952046
3922, 3919.365608
3923, 3970.771864
3924, 3837.821158
3925, 3987.214994
3926, 3621.829051
3927, 4051.554796
3928, 3693.710743
3929, 3991.378671
3930, 3986.210699
3931, 3758.874156
3932, 3721.429044
3933, 4104.206747
3934, 3953.352880
3935, 3664.135744
3936, 3975.036049
3937, 3958.140527
3938, 4083.299487
3939, 3714.970769
3940, 4064.895261
3941, 3861.994259
3942, 4338.316404
3943, 3622.708228
3944, 3640.221152
3945, 4059.191775
3946, 4029.428596
3947, 4055.987897
3948, 3831.414018
3949, 4172.538713
3950, 3923.400302
3951, 4070.482355
3952, 4068.710639
3953, 3812.321251
3954, 3974.186314
3955, 4080.048597
3956, 4029.799555
3957, 4136.389184
3958, 3586.797059
3959, 3996.543339
3960, 3924.796879
3961, 3951.195682
3962, 4326.379651
3963, 4165.762343
3964, 3858.631329
3965, 4053.670687
3966, 3767.503823
3967, 3735.724830
3968, 3794.745754
3969, 3905.076989
3970, 3671.578501
3971, 3731.439925
3972, 4020.407801
3973, 3563.431837
3974, 3741.010613
3975, 4045.890932
3976, 4066.569798
3977, 4300.560977
3978, 3757.817743
3979, 4146.063291
3980, 4101.202242
3981, 3885.138838
3982, 3937.058918
3983, 4064.750868
3984, 4050.447408
3985, 4187.357271
3986, 4029.291297
3987, 3943.182104
3988, 3826.527277
3989, 3885.387487
3990, 3841.860397
3991, 4080.921120
3992, 4227.747466
3993, 3943.749279
3994, 4082.510112
3995, 3639.320502
3996, 3856.361184
3997, 3829.129283
3998, 3885.265396
3999, 3995.350251
4000, 3990.696434
4001, 4176.111477
4002, 3813.423793
4003, 3961.324051
4004, 4511.196970
4005, 4114.571091
4006, 3863.269820
4007, 4629.914652
4008, 4188.124644
4009, 4251.029927
4010, 3865.677230
4011, 4289.398773
4012, 4105.599806
4013, 4140.593675
4014, 4057.403781
4015, 3709.478734
4016, 3815.053168
4017, 4295.475194
4018, 4092.223643
4019, 4346.149247
4020, 3913.158122
4021, 3678.784689
4022, 3630.653117
4023, 3990.031060
4024, 3932.280651
4025, 4255.214124
4026, 4495.245251
4027, 3963.998385
4028, 4341.225434
4029, 4121.926505
4030, 4004.379939
4031, 4156.735765
4032, 3830.472728
4033, 3790.362039
4034, 4033.601198
4035, 3941.734352
4036, 4222.596602
4037, 4047.923554
4038, 3989.482407
4039, 4443.098298
4040, 3962.699325
4041, 3808.562440
4042, 3602.053664
4043, 3741.585128
4044, 3779.432089
4045, 4108.023145
4046, 3942.861319
4047, 4281.221932
4048, 3967.591220
4049, 4094.118148
4050, 4164.501155
4051, 3909.095857
4052, 4008.518652
4053, 3828.796178
4054, 3935.260950
4055, 3962.149900
4056, 3904.941751
4057, 4183.336337
4058, 3855.966217
4059, 4270.292410
4060, 3950.256415
4061, 4456.800952
4062, 4145.789506
4063, 3818.373886
4064, 3637.572856
4065, 3981.485502
4066, 4180.904262
4067, 4366.916857
4068, 4271.868264
4069, 4286.390195
4070, 4252.352941
4071, 3823.066804
4072, 4039.273392
4073, 3695.085133
4074, 4108.808626
4075, 4369.560199
4076, 3962.261224
4077, 3911.793583
4078, 4468.493384
4079, 3914.328083
4080, 3738.236232
4081, 4054.431701
4082, 4457.102519
4083, 4005.900210
4084, 3717.253193
4085, 3972.639069
4086, 4327.179753
4087, 4123.283781
4088, 4067.815212
4089, 4110.594204
4090, 4013.931169
4091, 4194.373272
4092, 4444.954912
4093, 4101.428255
4094, 3861.731711
4095, 3945.591677
4096, 4438.365637
4097, 4254.450699
4098, 4076.361391
4099, 4205.271529
4100, 4017.063725
4101, 3603.477091
4102, 3935.210851
4103, 4072.685237
4104, 4239.267841
4105, 4223.190103
4106, 4331.979116
4107, 4174.200456
4108, 4182.420456
4109, 4230.372851
4110, 4288.402770
4111, 4278.782964
4112, 4095.098470
4113, 3979.707660
4114, 3943.733179
4115, 4284.940640
4116, 4053.490982
4117, 3850.379440
4118, 3961.313301
4119, 3914.717141
4120, 4135.952145
4121, 4065.564119
4122, 4048.171598
4123, 4246.472198
4124, 4125.362556
4125, 4466.061203
4126, 3964.360567
4127, 4307.682601
4128, 4231.590226
4129, 3817.429109
4130, 3983.142427
4131, 3956.339149
4132, 3846.918093
4133, 4017.247767
4134, 4113.982284
4135, 3881.210912
4136, 4299.300795
4137, 3892.700237
4138, 4419.654954
4139, 4365.805408
4140, 4289.870219
4141, 4295.086889
4142, 3984.711616
4143, 3955.505952
4144, 4077.950327
4145, 4140.462921
4146, 4181.065533
4147, 4147.524683
4148, 4385.635886
4149, 4146.666696
4150, 4394.651628
4151, 3850.004345
4152, 4044.792346
4153, 4185.594009
4154, 4539.657303
4155, 4303.609006
4156, 4474.493786
4157, 4326.621617
4158, 3916.974754
4159, 4189.871149
4160, 4073.267394
4161, 4583.434485
4162, 4424.550536
4163, 4178.233625
4164, 4410.626886
4165, 4346.813559
4166, 4081.869190
4167, 4331.511157
4168, 3900.151870
4169, 3971.450728
4170, 4195.309494
4171, 4208.619853
4172, 3642.545602
4173, 3954.316505
4174, 4075.109615
4175, 4134.240459
4176, 4013.271390
4177, 3853.560935
4178, 5006.433841
4179, 4059.165834
4180, 4014.152516
4181, 4175.555104
4182, 4209.237759
4183, 4304.272116
4184, 4543.153170
4185, 4333.510777
4186, 4397.052753
4187, 4187.682807
4188, 4483.863683
4189, 4036.008568
4190, 4487.181083
4191, 4436.748749
4192, 4209.796113
4193, 4156.424922
4194, 4399.247227
4195, 3921.422512
4196, 4070.169410
4197, 4387.747165
4198, 4026.911973
4199, 4198.553850
4200, 4315.309533
4201, 4277.265973
4202, 4731.420354
4203, 4717.011845
4204, 4126.378605
4205, 4102.920840
4206, 4441.305045
4207, 3898.837490
4208, 4100.669378
4209, 4219.747014
4210, 3891.322392
4211, 4244.005573
4212, 4052.835713
4213, 4105.726321
4214, 4311.107822
4215, 4031.667212
4216, 4663.436567
4217, 4382.655263
4218, 4069.371342
4219, 4306.245773
4220, 4430.609436
4221, 4277.173801
4222, 4147.575075
4223, 4353.886354
4224, 4424.585173
4225, 4388.630682
4226, 4172.502749
4227, 4046.003821
4228, 3913.236131
4229, 4095.772724
4230, 4579.926021
4231, 4056.899811
4232, 4036.088377
4233, 4660.005648
4234, 4081.143308
4235, 4119.001921
4236, 4362.612143
4237, 4536.437856
4238, 4245.880047
4239, 4508.969306
4240, 4148.484494
4241, 4221.883028
4242, 4011.326028
4243, 4147.808616
4244, 4155.074173
4245, 4322.499994
4246, 4412.253325
4247, 4097.929733
4248, 4028.997119
4249, 4022.161555
4250, 4734.579687
4251, 4077.505776
4252, 4017.356991
4253, 4240.879416
4254, 4099.449741
4255, 4042.788731
4256, 4260.634567
4257, 4251.302686
4258, 4336.344037
4259, 4189.447583
4260, 4320.693047
4261, 4616.732166
4262, 3877.708976
4263, 4456.094975
4264, 4212.574696
4265, 3999.738085
4266, 4106.432163
4267, 4480.421414
4268, 4385.750415
4269, 4344.207261
4270, 4669.242186
4271, 4284.169448
4272, 4402.180695
4273, 3961.899810
4274, 4558.647728
4275, 3871.910722
4276, 4334.636014
4277, 4297.058895
4278, 4214.620529
4279, 4470.670517
4280, 4350.097177
4281, 4148.152934
4282, 4227.476678
4283, 4268.893555
4284, 4127.462951
4285, 3877.358014
4286, 4471.075775
4287, 4264.228512
4288, 4218.937099
4289, 4502.185209
4290, 4546.828741
4291, 4302.926565
4292, 4399.066766
4293, 3950.715127
4294, 4361.095803
4295, 4033.379599
4296, 4169.061917
4297, 4283.358833
4298, 4012.903411
4299, 4193.543040
4300, 4407.407143
4301, 4205.029842
4302, 4416.180446
4303, 4302.441163
4304, 4430.970045
4305, 4344.740951
4306, 4097.554531
4307, 3800.746307
4308, 4414.399230
4309, 4312.389325
4310, 4123.004763
4311, 4342.854591
4312, 4138.469943
4313, 4191.116757
4314, 4201.945427
4315, 4148.757349
4316, 4136.741114
4317, 4491.147835
4318, 4338.487433
4319, 4251.544702
4320, 4202.401326
4321, 4680.200229
4322, 4698.014735
4323, 4797.180864
4324, 4218.603445
4325, 4400.476109
4326, 4158.726759
4327, 4066.682763
4328, 4456.926137
4329, 4454.383240
4330, 4199.205785
4331, 4135.562683
4332, 4192.201638
4333, 4077.075640
4334, 4364.607550
4335, 4146.831719
4336, 4193.610872
4337, 4209.943714
4338, 4685.838779
4339, 4317.306379
